Date,Tuna_Price
2006-01-01,12.029164350050344
2006-01-02,11.616281730339594
2006-01-03,11.396915603485356
2006-01-04,11.619610338814768
2006-01-05,11.79170162759136
2006-01-06,11.447022593696191
2006-01-07,11.455810006085203
2006-01-08,12.434703239025382
2006-01-09,11.54314471765134
2006-01-10,11.704401628163605
2006-01-11,11.691143238555721
2006-01-12,11.674907296464374
2006-01-13,11.987718360786237
2006-01-14,12.085757223937122
2006-01-15,11.70952800933603
2006-01-16,11.430370852817802
2006-01-17,12.183646407150178
2006-01-18,11.772712011436502
2006-01-19,12.320410883252658
2006-01-20,11.127638569525958
2006-01-21,11.859935305180503
2006-01-22,12.37689623895837
2006-01-23,11.69533509816406
2006-01-24,11.733666311795115
2006-01-25,11.889967846272608
2006-01-26,11.63367559313002
2006-01-27,11.707692759179688
2006-01-28,11.699969810538086
2006-01-29,11.613088118467594
2006-01-30,12.444618712915645
2006-01-31,11.920553928395947
2006-02-01,11.527920127735685
2006-02-02,12.418795564119153
2006-02-03,12.117505791303568
2006-02-04,11.259775765228095
2006-02-05,11.656488470833692
2006-02-06,12.35305919324128
2006-02-07,11.65038305485088
2006-02-08,12.240840545166755
2006-02-09,12.257328960678565
2006-02-10,12.786707360164632
2006-02-11,12.199473431487943
2006-02-12,12.922488535790665
2006-02-13,13.049047103680245
2006-02-14,12.768035576414432
2006-02-15,12.446505228444948
2006-02-16,12.759062994325962
2006-02-17,12.75024506020001
2006-02-18,11.14619319159164
2006-02-19,12.576358572917151
2006-02-20,12.183976188212922
2006-02-21,12.792594740128122
2006-02-22,12.549842500063507
2006-02-23,12.979721709237882
2006-02-24,13.70117940470563
2006-02-25,12.452758384008746
2006-02-26,12.657085633877426
2006-02-27,12.337990182820894
2006-02-28,12.973775353547552
2006-03-01,12.404365538838494
2006-03-02,12.559295502626288
2006-03-03,12.354991765202353
2006-03-04,12.534919312504524
2006-03-05,13.463999480972765
2006-03-06,12.137661198026905
2006-03-07,13.550485329003711
2006-03-08,13.396814468538352
2006-03-09,12.64577941317871
2006-03-10,12.229900853344443
2006-03-11,13.014589327835056
2006-03-12,12.719206931055426
2006-03-13,12.48421797202527
2006-03-14,12.801029771114468
2006-03-15,13.505542531819653
2006-03-16,13.22324264806338
2006-03-17,12.47191601960628
2006-03-18,12.612970720674157
2006-03-19,13.442883043120021
2006-03-20,12.457612387883874
2006-03-21,12.947894011059287
2006-03-22,12.571097656871263
2006-03-23,12.483645176531232
2006-03-24,12.455952241905903
2006-03-25,12.78429883731948
2006-03-26,13.309480934239943
2006-03-27,13.359566636142123
2006-03-28,13.280977245733977
2006-03-29,12.94701348713132
2006-03-30,13.363339399282646
2006-03-31,13.118770020095278
2006-04-01,13.199367633251436
2006-04-02,13.7613468769781
2006-04-03,13.249291501460238
2006-04-04,12.639692844049488
2006-04-05,13.692398368523133
2006-04-06,12.237868914247265
2006-04-07,12.614262119807044
2006-04-08,13.627658374461564
2006-04-09,13.05533349543012
2006-04-10,12.90674729591543
2006-04-11,13.14440458833853
2006-04-12,12.255017730470083
2006-04-13,14.13130186088467
2006-04-14,12.364789547619552
2006-04-15,12.785491895961448
2006-04-16,13.575412845783559
2006-04-17,13.394052459933587
2006-04-18,14.077346861088968
2006-04-19,12.749113263172795
2006-04-20,12.931002478843945
2006-04-21,12.226161746378162
2006-04-22,13.748187057550613
2006-04-23,13.338947452390013
2006-04-24,13.068039992472093
2006-04-25,12.837880797832213
2006-04-26,12.87324318681553
2006-04-27,13.855149759954605
2006-04-28,12.77334977098202
2006-04-29,12.741122704869264
2006-04-30,12.166656836743018
2006-05-01,13.471485277212603
2006-05-02,13.161941361306557
2006-05-03,12.926827538001387
2006-05-04,14.139674510668053
2006-05-05,13.277716115507946
2006-05-06,13.081238900767712
2006-05-07,13.599160709715173
2006-05-08,13.481932540161788
2006-05-09,13.505704634643445
2006-05-10,13.03962985986551
2006-05-11,13.561992132322844
2006-05-12,13.615357424603442
2006-05-13,13.286651275816444
2006-05-14,12.750972152368387
2006-05-15,12.58943524924639
2006-05-16,12.859683868204058
2006-05-17,13.016845227717546
2006-05-18,13.608278806179095
2006-05-19,13.707292111391178
2006-05-20,12.670022145126334
2006-05-21,12.784401374017074
2006-05-22,12.429861520257747
2006-05-23,13.262512593758224
2006-05-24,12.941818200731202
2006-05-25,12.953882122401685
2006-05-26,13.69710615010339
2006-05-27,12.363146567778815
2006-05-28,12.85659524467346
2006-05-29,12.520225495307136
2006-05-30,13.140504748786565
2006-05-31,12.28340659883795
2006-06-01,13.473304794871517
2006-06-02,12.764907080523455
2006-06-03,12.197565063511707
2006-06-04,12.281329981092433
2006-06-05,12.96406958625218
2006-06-06,12.810444396343264
2006-06-07,13.608328309768117
2006-06-08,13.239044416006271
2006-06-09,12.951274645148011
2006-06-10,13.790096913759845
2006-06-11,12.319872661800154
2006-06-12,13.375428674471157
2006-06-13,12.014813752716412
2006-06-14,13.023123490658879
2006-06-15,12.73459168842489
2006-06-16,12.286973392791738
2006-06-17,14.12584746231795
2006-06-18,12.964029424836088
2006-06-19,12.593851885473795
2006-06-20,13.561056995759316
2006-06-21,12.19878479758149
2006-06-22,12.752875793353617
2006-06-23,12.731098611511188
2006-06-24,12.944102744890467
2006-06-25,13.506307366867238
2006-06-26,12.674031351601675
2006-06-27,13.091106670399608
2006-06-28,12.411344013901884
2006-06-29,12.151412290737515
2006-06-30,12.765011631954563
2006-07-01,12.921297067615114
2006-07-02,11.899640655636576
2006-07-03,12.212315884791387
2006-07-04,11.809131320442175
2006-07-05,12.187690451766503
2006-07-06,12.970066917412511
2006-07-07,12.493280419904988
2006-07-08,12.677351422500031
2006-07-09,11.557320886099554
2006-07-10,12.564641010761902
2006-07-11,12.424394619778488
2006-07-12,11.672666860821634
2006-07-13,12.522059016470369
2006-07-14,11.892106009928808
2006-07-15,11.538664442601586
2006-07-16,12.539418900196367
2006-07-17,12.90293620095273
2006-07-18,12.511992662423433
2006-07-19,13.018317183512757
2006-07-20,11.605820632015876
2006-07-21,12.286843796685487
2006-07-22,11.812424449166546
2006-07-23,12.235305908311085
2006-07-24,12.171403395444035
2006-07-25,11.330158869314891
2006-07-26,12.397578836281827
2006-07-27,11.252144770365279
2006-07-28,11.993927977357025
2006-07-29,12.064936278949155
2006-07-30,12.293480258404246
2006-07-31,11.795460786499872
2006-08-01,12.046025090062765
2006-08-02,11.887696765389231
2006-08-03,11.133978647579648
2006-08-04,12.036565906348645
2006-08-05,12.13827898111573
2006-08-06,12.220397896413127
2006-08-07,11.80136213455283
2006-08-08,11.418120146611374
2006-08-09,10.638668555483843
2006-08-10,12.072188737376656
2006-08-11,11.431975714513346
2006-08-12,11.749482912377497
2006-08-13,11.835518165450564
2006-08-14,11.57754920099352
2006-08-15,12.123000909646382
2006-08-16,12.419216764837817
2006-08-17,11.771511092715535
2006-08-18,11.24999601120646
2006-08-19,11.334399007847349
2006-08-20,11.093575063845082
2006-08-21,12.058183307104034
2006-08-22,12.044786060845256
2006-08-23,11.142579484602496
2006-08-24,11.751159400389332
2006-08-25,11.235941475634736
2006-08-26,10.115793032395416
2006-08-27,11.661235907289774
2006-08-28,11.289878467091677
2006-08-29,10.612196315265134
2006-08-30,11.271422091845714
2006-08-31,11.762048646975309
2006-09-01,11.327095160656597
2006-09-02,11.320853109331857
2006-09-03,11.226109756698595
2006-09-04,11.803986168368937
2006-09-05,11.03337993028971
2006-09-06,10.262278880461395
2006-09-07,12.481327299931298
2006-09-08,10.956640771219758
2006-09-09,11.65658845124183
2006-09-10,11.139299910606
2006-09-11,10.86255892303237
2006-09-12,10.757415498446234
2006-09-13,11.524959649738426
2006-09-14,11.53939031207238
2006-09-15,11.256693550179277
2006-09-16,11.61694201189407
2006-09-17,10.809730615754242
2006-09-18,11.43209686626918
2006-09-19,11.254119292429433
2006-09-20,9.841850608014598
2006-09-21,10.752040157198698
2006-09-22,12.286088358467616
2006-09-23,11.007214353526573
2006-09-24,11.288625483471192
2006-09-25,11.158565121023674
2006-09-26,10.884491265954388
2006-09-27,10.645915973547252
2006-09-28,10.288064543417976
2006-09-29,10.729721824616073
2006-09-30,11.484018918505662
2006-10-01,11.54060675975207
2006-10-02,11.197351860450022
2006-10-03,11.065077396303803
2006-10-04,10.210329802961372
2006-10-05,10.780593985040845
2006-10-06,10.901724848464296
2006-10-07,11.336805847846845
2006-10-08,10.190230109379945
2006-10-09,10.5257587726318
2006-10-10,11.660983809596676
2006-10-11,11.268483027307877
2006-10-12,10.306652298718086
2006-10-13,10.943234064990545
2006-10-14,10.846142776361042
2006-10-15,10.644334291158824
2006-10-16,10.961263322949536
2006-10-17,11.278308165076057
2006-10-18,12.208976116949936
2006-10-19,11.449189002838025
2006-10-20,11.335465746904642
2006-10-21,11.31926681085658
2006-10-22,10.252784203730435
2006-10-23,11.623156503615192
2006-10-24,10.764433096217942
2006-10-25,10.76792858583436
2006-10-26,10.263654667330428
2006-10-27,11.088871636264717
2006-10-28,11.030569998915352
2006-10-29,10.373818752158758
2006-10-30,10.803183401629605
2006-10-31,11.009704380629897
2006-11-01,10.935255983521955
2006-11-02,10.734174800232607
2006-11-03,10.957475902804713
2006-11-04,11.399377776867283
2006-11-05,10.752452656347662
2006-11-06,11.324127948912437
2006-11-07,9.660455736176624
2006-11-08,11.518453904815688
2006-11-09,10.315376570901282
2006-11-10,11.870670525964643
2006-11-11,10.82598931021375
2006-11-12,10.50862012659592
2006-11-13,10.856770098010356
2006-11-14,11.334918228738033
2006-11-15,11.110635190380858
2006-11-16,11.361735949191264
2006-11-17,10.788817096103479
2006-11-18,10.457112202541929
2006-11-19,10.447361756446579
2006-11-20,11.040725330690908
2006-11-21,10.831676297075955
2006-11-22,10.804309822606962
2006-11-23,11.359959315586947
2006-11-24,10.717753798024306
2006-11-25,11.269948524960057
2006-11-26,11.185549676159395
2006-11-27,10.448858938160678
2006-11-28,10.687430863940243
2006-11-29,11.305749420043636
2006-11-30,10.956743497183854
2006-12-01,10.231115612886555
2006-12-02,10.950361082629367
2006-12-03,10.648695728393262
2006-12-04,11.117264227333925
2006-12-05,11.471301571124933
2006-12-06,10.19670936098558
2006-12-07,10.62475078893003
2006-12-08,10.781534130145339
2006-12-09,10.004398954588712
2006-12-10,10.831552008282701
2006-12-11,10.626885744325293
2006-12-12,11.00281516292545
2006-12-13,11.059527476556024
2006-12-14,11.149901392158405
2006-12-15,10.955265790760626
2006-12-16,11.065862657122622
2006-12-17,12.03487834598773
2006-12-18,10.860860502857607
2006-12-19,11.047219947739201
2006-12-20,11.896278339197423
2006-12-21,10.736892565451779
2006-12-22,10.99970928113628
2006-12-23,10.917195138763455
2006-12-24,11.086978057115887
2006-12-25,11.37027882041103
2006-12-26,11.522293845588512
2006-12-27,11.055161706528997
2006-12-28,11.508157250980338
2006-12-29,11.069824753347405
2006-12-30,11.645991194914162
2006-12-31,12.011722963780102
2007-01-01,11.4240370046577
2007-01-02,11.382105578392078
2007-01-03,11.994909887647061
2007-01-04,12.17793430363503
2007-01-05,11.403089672116609
2007-01-06,11.372937766582297
2007-01-07,11.816445088830562
2007-01-08,11.41909173376646
2007-01-09,11.444069692233356
2007-01-10,12.41708606211003
2007-01-11,12.389664178996185
2007-01-12,11.860118487735075
2007-01-13,11.824344531969963
2007-01-14,11.321817917534167
2007-01-15,11.334497838480546
2007-01-16,11.36728390427325
2007-01-17,11.735064576634187
2007-01-18,11.673217280521166
2007-01-19,12.176591812767393
2007-01-20,11.687871376120231
2007-01-21,12.148171839832907
2007-01-22,11.608077857580687
2007-01-23,12.685059569292221
2007-01-24,12.12866678686301
2007-01-25,11.036878475679833
2007-01-26,12.002471739543623
2007-01-27,11.60281239081227
2007-01-28,11.60529210697197
2007-01-29,12.761216429047774
2007-01-30,11.838747609528095
2007-01-31,12.144336784757806
2007-02-01,12.185269549450853
2007-02-02,12.091578013959998
2007-02-03,11.836825046458596
2007-02-04,11.562716009016306
2007-02-05,11.298000990591873
2007-02-06,10.92601716330668
2007-02-07,11.487272322030604
2007-02-08,13.128748950549813
2007-02-09,11.921290018834581
2007-02-10,11.747907939744819
2007-02-11,11.197551727447944
2007-02-12,12.472063579841702
2007-02-13,12.337037257847722
2007-02-14,12.824161638737081
2007-02-15,13.438815222493252
2007-02-16,12.229571940114552
2007-02-17,12.906700971986567
2007-02-18,12.802913763995633
2007-02-19,12.858476417869651
2007-02-20,12.552764722708243
2007-02-21,11.81202875738495
2007-02-22,13.559813177230689
2007-02-23,12.753736275121486
2007-02-24,12.144823405843761
2007-02-25,13.164090205360102
2007-02-26,11.649058418513777
2007-02-27,12.222417802044388
2007-02-28,12.384177764712664
2007-03-01,13.224033163639847
2007-03-02,12.472224449480997
2007-03-03,12.67430375651766
2007-03-04,12.210274587033723
2007-03-05,13.46039075248228
2007-03-06,13.287908826121367
2007-03-07,12.215007130808813
2007-03-08,12.886737222183484
2007-03-09,12.84604054494821
2007-03-10,12.563370156722764
2007-03-11,13.523388695923728
2007-03-12,12.492657340475699
2007-03-13,12.457420757481849
2007-03-14,12.03805879913076
2007-03-15,12.389956358697289
2007-03-16,13.702974486786921
2007-03-17,13.445842357707303
2007-03-18,11.969392230100942
2007-03-19,12.617737277071514
2007-03-20,12.76300307374971
2007-03-21,11.965281171532366
2007-03-22,13.0067308406469
2007-03-23,12.125253916590793
2007-03-24,13.26841620480656
2007-03-25,12.128211613606938
2007-03-26,12.309313938168971
2007-03-27,13.013478520748231
2007-03-28,12.851968057942747
2007-03-29,12.996578096332076
2007-03-30,12.583580432491674
2007-03-31,13.596353741679852
2007-04-01,12.713022561197587
2007-04-02,12.800172119264916
2007-04-03,13.672510077678561
2007-04-04,13.553529935297721
2007-04-05,13.821716321657314
2007-04-06,13.067550757804465
2007-04-07,12.611415103625038
2007-04-08,12.652414230614289
2007-04-09,13.484148536263639
2007-04-10,12.827711642802626
2007-04-11,13.309786647414898
2007-04-12,14.209381710718308
2007-04-13,13.074253320983555
2007-04-14,13.179949465614717
2007-04-15,12.9001012248093
2007-04-16,14.033647520399962
2007-04-17,13.298685516881093
2007-04-18,13.249824372432833
2007-04-19,13.092178894697172
2007-04-20,13.438509784015267
2007-04-21,13.508376861699237
2007-04-22,13.801516200287905
2007-04-23,13.557444012021376
2007-04-24,13.473008486495996
2007-04-25,12.147474877390788
2007-04-26,14.316713720058043
2007-04-27,13.445141372752428
2007-04-28,13.325815409560493
2007-04-29,12.925244627287663
2007-04-30,13.329209542156898
2007-05-01,13.18081925523131
2007-05-02,13.554371320230947
2007-05-03,13.801276531486863
2007-05-04,12.129189589171308
2007-05-05,13.518175368400627
2007-05-06,13.715688987359725
2007-05-07,13.399063256013777
2007-05-08,13.236925407769146
2007-05-09,12.850143728017986
2007-05-10,13.230832781602569
2007-05-11,12.795397358616318
2007-05-12,12.970802846060998
2007-05-13,13.807151766809012
2007-05-14,13.906384770966284
2007-05-15,14.06991936682935
2007-05-16,14.409977429537388
2007-05-17,12.63110609199035
2007-05-18,12.372293339306117
2007-05-19,13.048510775581514
2007-05-20,13.391815309244022
2007-05-21,12.765714389320772
2007-05-22,12.105897186855977
2007-05-23,12.49356975154012
2007-05-24,13.01417535909127
2007-05-25,13.7840166405441
2007-05-26,13.612594437005844
2007-05-27,12.872183080708913
2007-05-28,13.708050494421554
2007-05-29,14.1041353165738
2007-05-30,13.498083677133465
2007-05-31,13.271958822418465
2007-06-01,12.19714739988149
2007-06-02,12.685617545165908
2007-06-03,13.102578650406707
2007-06-04,12.10328760987075
2007-06-05,13.165809720550012
2007-06-06,13.337943615008319
2007-06-07,11.831457310039838
2007-06-08,12.448537863882375
2007-06-09,13.193520709275532
2007-06-10,12.970944499929777
2007-06-11,13.820231133043512
2007-06-12,13.514037697245938
2007-06-13,12.252766478921542
2007-06-14,12.16363488151525
2007-06-15,13.300501037420105
2007-06-16,12.704177249448206
2007-06-17,13.251355425131834
2007-06-18,13.3592959847293
2007-06-19,13.015859249645441
2007-06-20,13.607750122035753
2007-06-21,13.007513525097927
2007-06-22,12.858489703076751
2007-06-23,13.27672284528251
2007-06-24,12.823535900511652
2007-06-25,12.533568589040083
2007-06-26,13.530406495077976
2007-06-27,13.508330334035648
2007-06-28,12.324811988348149
2007-06-29,12.267812916056593
2007-06-30,12.940799786818253
2007-07-01,12.75821384461405
2007-07-02,12.648193556369073
2007-07-03,13.385996343917773
2007-07-04,12.341795426810151
2007-07-05,13.22445344263313
2007-07-06,12.169136741226025
2007-07-07,13.086887796114839
2007-07-08,13.088783559005181
2007-07-09,13.214380339432255
2007-07-10,12.361432027103191
2007-07-11,12.274645523185
2007-07-12,12.624239143926093
2007-07-13,12.504074608971449
2007-07-14,12.781007023714082
2007-07-15,12.120760834967925
2007-07-16,13.41713116623564
2007-07-17,12.830455516793899
2007-07-18,11.521731520393278
2007-07-19,12.410595192102754
2007-07-20,11.825945319293988
2007-07-21,11.507644083815869
2007-07-22,11.464161384242896
2007-07-23,11.779124094808857
2007-07-24,12.243291004660687
2007-07-25,11.919494005653458
2007-07-26,11.028699949152239
2007-07-27,13.085787288841479
2007-07-28,12.24590989835753
2007-07-29,12.250739166956922
2007-07-30,12.514953609207312
2007-07-31,12.076816935288136
2007-08-01,12.112627812215408
2007-08-02,12.50935152398349
2007-08-03,11.524104377965935
2007-08-04,11.018955811386824
2007-08-05,11.759652632932157
2007-08-06,12.407179559300221
2007-08-07,11.949551301444863
2007-08-08,11.965109880362363
2007-08-09,11.545081752768086
2007-08-10,11.91027811575912
2007-08-11,12.218339200874619
2007-08-12,11.864587519133654
2007-08-13,10.70470667441088
2007-08-14,11.1431114715383
2007-08-15,11.426074146472036
2007-08-16,11.208399371423644
2007-08-17,11.483052567296882
2007-08-18,12.086296413373363
2007-08-19,11.880837130624323
2007-08-20,12.1868351406502
2007-08-21,11.545155358094217
2007-08-22,11.6793164691315
2007-08-23,10.88083108374721
2007-08-24,11.291555090762253
2007-08-25,11.632543682053527
2007-08-26,10.842157113974622
2007-08-27,12.368949678565908
2007-08-28,11.385543515401327
2007-08-29,10.657212616107541
2007-08-30,12.288652448488115
2007-08-31,10.658793401930106
2007-09-01,11.254818318969845
2007-09-02,11.861150161472121
2007-09-03,11.353083165979436
2007-09-04,10.413496151963702
2007-09-05,11.113161494361012
2007-09-06,11.46301646218263
2007-09-07,11.647811333202691
2007-09-08,11.399912864257677
